1	0.3743574023	4.5980377197	85.0158190000
2	0.1674589217	2.9030005932	84.9910160000
3	0.1343472749	2.8990666866	84.9841390000
4	0.1159240380	2.8675491810	84.9871710000
5	0.1032543108	2.8682990074	84.9783180000
6	0.0936818197	2.8625369072	84.9826900000
7	0.0860973448	2.8460328579	84.9849190000
8	0.0798557475	2.8222463131	84.9809020000
9	0.0745388865	2.7904500961	84.9670780000
10	0.0699063987	2.7464480400	84.9817920000
11	0.0658279061	2.6818311214	84.9839580000
12	0.0622212403	2.5857303143	84.9787020000
13	0.0590097345	2.4509854317	84.9813990000
14	0.0561259091	2.3028247356	84.9761980000
15	0.0535138026	2.2358033657	84.9803270000
16	0.0511324778	2.1788406372	84.9771450000
17	0.0489543900	2.1316983700	84.9766720000
18	0.0469551682	2.0920376778	84.9783680000
19	0.0451129787	2.0742352009	84.9908300000
20	0.0434077196	2.0778627396	84.9826300000
21	0.0418240055	2.0821776390	84.9826980000
22	0.0403467715	2.0861845016	84.9855070000
23	0.0389659554	2.0882201195	84.9864600000
24	0.0376730338	2.0865762234	84.9846290000
25	0.0364587568	2.0802879333	84.9829120000
26	0.0353132486	2.0697634220	84.9781840000
27	0.0342278183	2.0560939312	84.9896010000
28	0.0331950150	2.0404858589	84.9853640000
29	0.0322101973	2.0242586136	84.9818440000
30	0.0312710106	2.0088486671	84.9820750000
