1	0.3743789763	4.5980374788	55.3561000000
2	0.1674672626	2.9029920372	54.4251540000
3	0.1343523549	2.8990619617	54.4229970000
4	0.1159298578	2.8675186743	54.4332460000
5	0.1032595606	2.8682161141	54.4441420000
6	0.0936879536	2.8624362155	54.5658720000
7	0.0861021216	2.8459126271	54.4653300000
8	0.0798598939	2.8220939820	54.4536100000
9	0.0745426304	2.7902554844	54.4543390000
10	0.0699093992	2.7461799172	54.4587990000
11	0.0658310457	2.6814479541	54.4852470000
12	0.0622240784	2.5851566250	54.6342760000
13	0.0590120519	2.4501551153	54.5332510000
14	0.0561279418	2.3018385229	54.5341930000
15	0.0535153913	2.2348764236	54.5327540000
16	0.0511339743	2.1779988156	54.5320190000
17	0.0489557132	2.1309310425	54.5358860000
18	0.0469564665	2.0913235751	54.4888320000
19	0.0451137922	2.0744391199	54.4893390000
20	0.0434087530	2.0780951072	54.5032910000
21	0.0418247554	2.0824599497	54.4956830000
22	0.0403474721	2.0865210094	54.4927140000
23	0.0389666897	2.0886057897	54.5634980000
24	0.0376738201	2.0869872548	54.5450400000
25	0.0364594659	2.0806994714	54.5494480000
26	0.0353138911	2.0701175360	54.5229140000
27	0.0342282069	2.0563649863	54.5013740000
28	0.0331955119	2.0406543040	54.5417470000
29	0.0322108640	2.0243044305	54.5448460000
30	0.0312718770	2.0090355716	54.5474450000
