1	0.2855682373	4.4514102936
2	0.1342781633	2.9437320232
3	0.1057218537	2.9036052227
4	0.0892591029	2.9030337334
5	0.0778640136	2.8742427826
6	0.0692224279	2.8130135536
7	0.0625252649	2.7245979309
8	0.0569874719	2.5406227112
9	0.0522263981	2.2488408089
10	0.0481257513	2.2067675591
11	0.0445712656	2.1533455849
12	0.0414885432	2.1009831429
13	0.0387820639	2.0673131943
14	0.0363880508	2.0549473763
15	0.0342627689	2.0558552742
16	0.0323507078	2.0603382587
17	0.0306274984	2.0625352859
18	0.0290727280	2.0606880188
19	0.0276653804	2.0561220646
20	0.0263698045	2.0520908833
21	0.0251799319	2.0501828194
22	0.0240968876	2.0470099449
23	0.0231074169	2.0433723927
24	0.0222008694	2.0405716896
25	0.0213675313	2.0411651134
26	0.0205902848	2.0462796688
27	0.0198454242	2.0528440475
28	0.0191279501	2.0519182682
29	0.0184507594	2.0504553318
30	0.0178365167	2.0464437008
