1	0.3297564387	4.5812616348
2	0.1520875841	2.9200363159
3	0.1215402186	2.9191620350
4	0.1040014401	2.8875312805
5	0.0918693468	2.8951046467
6	0.0827394277	2.8871901035
7	0.0754827559	2.8680496216
8	0.0694968179	2.8339216709
9	0.0644495860	2.7748160362
10	0.0601268932	2.6687071323
11	0.0563643090	2.4949862957
12	0.0530492365	2.2553937435
13	0.0500950031	2.1249856949
14	0.0474290885	2.0644366741
15	0.0450072289	2.0570092201
16	0.0428084843	2.0499362946
17	0.0408140346	2.0374028683
18	0.0389935561	2.0301558971
19	0.0373179615	2.0221827030
20	0.0357653610	2.0153226852
21	0.0343125574	2.0104203224
22	0.0329457410	2.0091650486
23	0.0316706412	2.0084309578
24	0.0304896422	2.0080394745
25	0.0293931738	2.0087962151
26	0.0283737872	2.0104897022
27	0.0274215024	2.0121700764
28	0.0265244748	2.0143041611
29	0.0256756525	2.0173847675
30	0.0248713288	2.0207982063
