1	2.6557160000
2	2.6708220000
3	2.6920360000
4	2.6535530000
5	2.6532310000
6	2.6533720000
7	2.6714090000
8	2.7365990000
9	2.7177520000
10	2.7160700000
11	2.7127900000
12	2.7104650000
13	2.7052890000
14	2.7073940000
15	2.7109400000
16	2.7117810000
17	2.7229560000
18	2.7079290000
19	2.7162530000
20	2.7091320000
21	2.7109600000
22	2.7117380000
23	2.7086580000
24	2.7171730000
25	2.7058960000
26	2.7105970000
27	2.7113100000
28	2.7143000000
29	2.7117230000
30	2.7161820000
