1	0.2519878447	4.1158189774
2	0.1196827441	2.8630218506
3	0.0925072730	2.8826711178
4	0.0767920688	2.8178582191
5	0.0659390315	2.6882708073
6	0.0579487383	2.4891331196
7	0.0516024306	2.4823248386
8	0.0462995693	2.5190389156
9	0.0420105010	2.4777545929
10	0.0383561105	2.3428089619
11	0.0352032371	2.1632945538
12	0.0325529426	2.0291945934
13	0.0302731879	2.0352487564
14	0.0282539185	2.0263350010
15	0.0264978167	2.0352573395
16	0.0249048267	2.0383002758
17	0.0234567896	2.0457074642
18	0.0221643988	2.0563783646
19	0.0210003201	2.0651133060
20	0.0199537817	2.0609574318
21	0.0190191083	2.0385429859
22	0.0181931071	2.0283958912
23	0.0174721703	2.0269787312
24	0.0167720839	2.0257136822
25	0.0160906930	2.0205948353
26	0.0154739991	2.0110135078
27	0.0149226226	2.0048289299
28	0.0144020058	2.0051095486
29	0.0139192892	2.0092926025
30	0.0135031668	2.0111103058
