1	0.4292512834	4.6078381538
2	0.1845040917	2.8907918930
3	0.1464941800	2.8896667957
4	0.1266975105	2.8742403984
5	0.1132858396	2.8582584858
6	0.1031762958	2.8508296013
7	0.0951410905	2.8447744846
8	0.0885428861	2.8255999088
9	0.0829889774	2.7960889339
10	0.0781998932	2.7577407360
11	0.0739843920	2.7094349861
12	0.0702271834	2.6478927135
13	0.0668592006	2.5705492496
14	0.0638303086	2.4767549038
15	0.0610943809	2.3667833805
16	0.0586033277	2.3178219795
17	0.0563186817	2.2755486965
18	0.0542128570	2.2343592644
19	0.0522605032	2.1952211857
20	0.0504410975	2.1590795517
21	0.0487394407	2.1262359619
22	0.0471436903	2.0964529514
23	0.0456444211	2.0882887840
24	0.0442342348	2.0925540924
25	0.0429051220	2.0950691700
26	0.0416503362	2.0959405899
27	0.0404631086	2.0952823162
28	0.0393381827	2.0932593346
29	0.0382712036	2.0901281834
30	0.0372575186	2.0862567425
