1	0.2272812277	3.9246027470
2	0.1079494357	3.1384222507
3	0.0815650746	2.8246924877
4	0.0659819990	2.6848735809
5	0.0551592112	2.7223167419
6	0.0472152308	2.7928957939
7	0.0413045548	2.8044328690
8	0.0362691358	2.6955857277
9	0.0323176421	2.4858481884
10	0.0290673058	2.3191757202
11	0.0261422843	2.1160860062
12	0.0239186324	2.0527713299
13	0.0219278354	2.0176835060
14	0.0201931838	2.0235176086
15	0.0187366754	2.0299758911
16	0.0175192188	2.0236217976
17	0.0164048336	2.0243434906
18	0.0155690322	2.0450627804
19	0.0148662562	2.0701425076
20	0.0142376525	2.0306100845
21	0.0136477314	2.0159106255
22	0.0130647803	2.0144891739
23	0.0125310533	2.0156524181
24	0.0120820180	2.0271997452
25	0.0116620073	2.0200357437
26	0.0113241822	2.0122604370
27	0.0110387923	2.0099620819
28	0.0107187787	2.0097720623
29	0.0104099736	2.0065064430
30	0.0101270983	2.0079641342
