1	0.2345452458	4.0218782425
2	0.1124373451	2.8902842999
3	0.0862778500	2.7900981903
4	0.0709092021	2.8284971714
5	0.0600658543	2.8800210953
6	0.0519863926	2.8121500015
7	0.0457608923	2.7176220417
8	0.0408873521	2.6645326614
9	0.0369766578	2.5799016953
10	0.0335425325	2.3525424004
11	0.0306169149	2.1930932999
12	0.0281019304	2.1707038879
13	0.0259530116	2.1649918556
14	0.0241559986	2.1533162594
15	0.0226513576	2.1078050137
16	0.0212139301	2.0750129223
17	0.0198897086	2.0676999092
18	0.0186831467	2.0607345104
19	0.0176917724	2.0681543350
20	0.0168036222	2.0711016655
21	0.0160699505	2.0508661270
22	0.0153839830	2.0278954506
23	0.0148214502	2.0173258781
24	0.0142698139	2.0195446014
25	0.0137465568	2.0196261406
26	0.0132586947	2.0126471519
27	0.0127611617	2.0119810104
28	0.0122957304	2.0136663914
29	0.0118920468	2.0121183395
30	0.0115752909	2.0128350258
