1	0.2333104163	3.8280410767
2	0.1033485606	2.9259305000
3	0.0762676895	2.9580523968
4	0.0610876754	2.9356794357
5	0.0502105802	2.9377627373
6	0.0432678908	2.9812784195
7	0.0372463390	2.8950648308
8	0.0324599743	2.8948035240
9	0.0287589189	2.8798913956
10	0.0255646855	2.8681817055
11	0.0226497985	2.7908017635
12	0.0204721615	2.4897048473
13	0.0185788181	2.0060620308
14	0.0167445354	2.0014996529
15	0.0156066921	2.5142502785
16	0.0144475363	2.0423738956
17	0.0136662452	2.0241541862
18	0.0130035421	2.0035319328
19	0.0122148711	2.0003137589
20	0.0115689887	2.0143733025
21	0.0111599592	2.0964677334
22	0.0107535319	2.0469882488
23	0.0103153428	2.0002548695
24	0.0100046070	2.0018897057
25	0.0096260477	2.0037620068
26	0.0093630189	2.0013709068
27	0.0091677085	2.0010957718
28	0.0089310147	2.0012621880
29	0.0088000363	2.0007984638
30	0.0086567458	2.0007059574
