1	0.2921043336	4.5495433807
2	0.1349603981	2.9337787628
3	0.1064095199	2.9166293144
4	0.0898522884	2.9273111820
5	0.0783308893	2.9153375626
6	0.0696529374	2.8885188103
7	0.0628295317	2.8334629536
8	0.0572763383	2.7078366280
9	0.0525707267	2.5780923367
10	0.0484807380	2.4807357788
11	0.0449183844	2.3637986183
12	0.0418011919	2.2356626987
13	0.0390536599	2.1183376312
14	0.0366343558	2.0340776443
15	0.0345085077	2.0230698586
16	0.0326430239	2.0246155262
17	0.0309692081	2.0265994072
18	0.0294497907	2.0291223526
19	0.0280773230	2.0298597813
20	0.0268233567	2.0295596123
21	0.0256542359	2.0304231644
22	0.0245696865	2.0330209732
23	0.0235690549	2.0340313911
24	0.0226398949	2.0314571857
25	0.0217672233	2.0291812420
26	0.0209466852	2.0272126198
27	0.0201776195	2.0244908333
28	0.0194618329	2.0202188492
29	0.0188030098	2.0159165859
30	0.0181875639	2.0118806362
